Last_First,First_Last,info,location,latitude,longitude
"BRAUNE, ANNA PARKER",ANNA PARKER BRAUNE,"Hill, N.C. and Fairhope, Ala. Studied at the Art Academy of Cincinnati, the New York School of Fine and Applied Arts, and at a sch",,,
"BROWN, LOIS L.",LOIS L. BROWN,"ctober 3, 1938. Children:One. Education:Junior college in Ellisville, Miss. Worked as a laboratory technician at a Hattiesburg hos",,,
"BRUNHOUSE, ROBERT LEVERE",ROBERT LEVERE BRUNHOUSE," Married:Mildred Adams, 1940. Education:Dickinson College, A.B., 1930 University of Pennsylvania, A.M., 1936, Ph.D., 1940. Taught ",,,
"COATS, FLORINE",FLORINE COATS,NOT FOUND,,,
"COTTEN, NELL WYLLIE",NELL WYLLIE COTTEN,"in Mobile after her marriage. Education:Florida State University, A.B., 1930. Taught elementary school in Clearwater, Fla., 1932-1",,,
"CURRENT-GARCIA, EUGENE",EUGENE CURRENT-GARCIA,"une 18, 1935. Children:Three. Education:Tulane University, A.B., 1930 M.A., 1932 Harvard, A.M., 1942, Ph.D, 1947. Taught at the Un",,,
"CURRY, ADRIAN RODERICK",ADRIAN RODERICK CURRY,abeth Duffee. Children:Three. Education:Business school. Served in the Naval Reserve in the Korean conflict. In civilian personnel,,,
"EVANS, ZELIA STEPHENS",ZELIA STEPHENS EVANS,":
Educator professor of education. Born-June 8, 1908, Wetumpka. Parents: Daniel Webster and Lula Jane (Boyd) Stephens. Marri",,,
"FINN, SIDNEY BERNARD",SIDNEY BERNARD FINN,"s, May 7, 1938. Children Two. Education Ohio State University, B.A., 1930 Harvard University, D.M.D., 1934 University of Rochester",,,
"FREEMAN, RICHARD BORDEN",RICHARD BORDEN FREEMAN,"rditt, 1937.  Children Three. Education Yale University, A.B., 1932 Harvard University, M.A., 1934. Employed by the Nelson Gallery",,,
"FRYE, WILLIAM FENNER, JR.","WILLIAM FENNER FRYE, JR.","Mary Atkinson. Childrenthree. Education Harvard University, 1940. Reporter in Gadsden, Birmingham, and Nashville, Tenn. joined sta",,,
"JOHNSTON, HENRY POELLNITZ",HENRY POELLNITZ JOHNSTON,"ember 26, 1948. Children:Two. Education:Culver Military Academy Washington and Lee University, A.B., 1929. President and publisher",,,
"LUSKIN, JOHN",JOHN LUSKIN,"mber 12, 1932. Children: one. Education:A.B., Union College, Schenectady, N.Y., 1929 A.M., Harvard, 1932. Employed as a reporter a",,,
"McKINNEY, JOHN WILLIAM",JOHN WILLIAM McKINNEY,"gington, 1931. Children:Five. Education:Clemson University, 1926-1928 Iowa State College University of Southern California, 1929 B",,,
"MELZER, JOHN HENRY",JOHN HENRY MELZER,", July 4, 1936. Children:Two. Education:Concordia College, Fort Wayne, Ind., 1928 C.R.M, Concordia Seminary, St Louis, Mo., 1931 A",,,
"SANDLIN, JOHN LEWIS",JOHN LEWIS SANDLIN,"escoat, 1939. Children:Three. Education:College of Charleston, B.S. Emory University, B.D. Methodist pastor in churches in South C",,,
"SCUDDER, MILDRED LEE",MILDRED LEE SCUDDER," May 10, 1947. Children:Four. Education:Bessie Tift College, Troy Normal College, Columbia University, New York University, and Un",,,
"WADDELL, WILLIAM HENRY, IV",WILLIAM HENRY WADDELL IV,"ugust 18, 1939. Children:One. Education:Lincoln University, B.S., 1931 University of Pennsylvania, D.V.M., 1935. Military service,",,,
"BRUNSON, MAY AUGUSTA",MAY AUGUSTA BRUNSON,"May Leila (Davidson) Brunson. Education:Judson College, A.B., 1935 Teachers College Columbia University, M.A., 1945, Ed.D., 1957. ",,,
"COCKRELL, MARIAN BROWN",MARIAN BROWN COCKRELL,"vember 3, 1931. Children:One. Education:Attended Sophie Newcomb College, 1926-1929 Metropolitan Art School in New York City, 1929-",,,
"HUNT, ALMA FAY",ALMA FAY HUNT,"Otis and Myrtle (Wertz) Hunt. Education:Longwood College (now Virginia State Teachers College), B.S., 1941 Columbia University, A.",,,
"JENKINS, IREDELL",IREDELL JENKINS,"ember 27, 1934. Children:Two. Education:University of Virginia, A.B., 1933, A.M., 1934, Ph.D., 1937. Taught philosophy at Tulane U",,,
"KALNOKY, INGEBORG LOUISE",INGEBORG LOUISE KALNOKY,"ine Arts in Munich, 1931-1933 studied art in Berlin, 1933-1934. She and her husband opposed the Nazis and were forced to flee Buda",,,
"KATZ, HAROLD K.",HAROLD K. KATZ,"d:Louise Dubes. Children:One. Education:Union College, B.S., E.E. Worked for the Federal government in military and civilian capac",,,
"KELLEY, WELBOURN",WELBOURN KELLEY,NOT FOUND,,,
"KIMBALL, SOLON TOOTHAKER",SOLON TOOTHAKER KIMBALL," Dec. 24, 1935. Children:Two. Education:Kansas State University, B.S., 1930 Harvard University, A.M., 1933, Ph.D., 1936. Section h",,,
"LOCKHART, MARGERY THOMPSON",MARGERY THOMPSON LOCKHART,"tember 6, 1925. Children:One. Education:Business College, Opelika. Employed on the staff of Congressman Ross Collins of Mississipp",,,
"LYONS, HILARY HERBERT, JR.","HILARY HERBERT LYONS, JR.",NOT FOUND,,,
"PATRICK, WALTON RICHARD",WALTON RICHARD PATRICK,"is Farriday, August 28, 1937. Education:Mississippi State University, B.S., 1933 Louisiana State University, M.A., 1934 Ph.D., 193",,,
"SNOW, DOROTHEA JOHNSTON",DOROTHEA JOHNSTON SNOW,1929. Children:One. Education:studied at Fort Wayne Art School and the Art Institute of Chicago. Illustrator for children's magazi,,,
"STRAYHORN, ZORA SHAY",ZORA SHAY STRAYHORN,". Children:Adopted one child. Education: Associate degree in Science, Northeast Alabama Junior College, 1978. Held many different ",,,
"WARD, GLADYS G.",GLADYS G. WARD,"une 15, 1935. Children:Three. Education:Athens College for Young Women, A.B., 1931. Taught junior high school, 1931-1935. Agent, A",,,
"WERTENBAKER, LAEL TUCKER",LAEL TUCKER WERTENBAKER,"ell Fletcher, September 1970. Education:University of Louisville. Road secretary, Theatre Guild, Inc., of New York City, 1929-1938",,,
"WHITMAN, WILLIAM TATE",WILLIAM TATE WHITMAN,"ugust 12, 1936. Children:Two. Education:Duke University, B.A., 1929, M.A., 1933, Ph.D., 1943. Taught at Citadel (1936-47), Duke(19",,,
"BARRETT, EDWARD WARE",EDWARD WARE BARRETT,"ember 25, 1939. Children:Two. Education:Princeton University, A.B., 1932 attended University of Dijon in France Bard College, LL.D",,,
"GARNER, SAMUEL PAUL",SAMUEL PAUL GARNER," and Ila Jane (Hoots) Garner. Education:Duke University, A.B., 1932 A.M., 1934 University of Texas, Ph.D., 1940. Married:Ruth Bail",,,
"GUTHRIE, McCOY",McCOY GUTHRIE,"e D. Davenport. Children:Two. Education:Study at Birmingham Southern College, Emory University, Harvard University. Military servi",,,
"HENRY, WAIGHTS GIBBS, JR.","WAIGHTS GIBBS HENRY, JR.","ary 16, 1935. Children:Three. Education:Emory University, 1927-1928 Birmingham Southern College, A.B., 1930 Yale University, B.D.,",,,
"HITT, ANNIE EARLE LAND",ANNIE EARLE LAND HITT,", May 11, 1929. Children:One. Education:Liberty High School, Pickens Co. Died May 10, 2004.
",,,
"LAMBERT, ALTON, SR.","ALTON LAMBERT, SR.",NOT FOUND,,,
"LAWRENCE, ALFRED STRATTON, JR.","ALFRED STRATTON LAWRENCE, JR.","June 9, 1973. Children:Three. Education:University of North Carolina, 1932 Theological School, University of the South, M.Div., 19",,,
"PIGMAN, WILLIAM WARD",WILLIAM WARD PIGMAN,"Hargreaves, October 26, 1973. Education:  B.S., 1932 M.S., 1933, George Washington University Ph. D. (chemistry), University of Ma",,,
"RAY, GEORGE MCNEILL",GEORGE MCNEILL RAY,"logical Seminary, B. D., 1941 graduate work, Berkeley Divinity School, 1951-52. Baptist minister in Georgia and Florida, 1941-51. ",,,
"SOUTHGATE, WYNDHAM NELSON",WYNDHAM NELSON SOUTHGATE,"isill, May 9, 1941. Education:Studied at Birmingham Southern College Harvard University, A.B., A.M., Ph.D. Taught at Birmingham So",,,
"WEBER, BERNERD CLARKE",BERNERD CLARKE WEBER,"Weber. Married:Alma B. Weber. Education:San Jose State College, A.B., 1931 University of California, A.M., 1932, Ph.D., 1936. Air ",,,
"BROOKS, SARA",SARA BROOKS,NOT FOUND,,,
"CALLAHAN, ALSTON",ALSTON CALLAHAN,"or Holst, 1941. Children:Six. Education:Mississippi College, A.B., 1929 Tulane University, M.D, 1933, M.S. in Opthalmology, 1936. ",,,
"CRAWFORD, ANNIE MELL FAULK",ANNIE MELL FAULK CRAWFORD,"uel Crawford, August 5, 1933. Education:Troy State University, two years George Peabody College, B.S., 1931 graduate study at Clem",,,
"CROWE, MILDRED REGINA",MILDRED REGINA CROWE,"Parents:P.P. and Annie Crowe. Education:University of Chattanooga, B.A., 1933 George Peabody College, B.L.S., 1945. Served as head",,,
"CRUSE, IRMA BELLE RUSSELL",IRMA BELLE RUSSELL CRUSE,"ember 22, 1931. Children:Two. Education:Birmingham Southern College, University of Chicago, University of Wisconsin, and Universit",,,
"FRENCH, ROBERT WARREN",ROBERT WARREN FRENCH,"anuary 2, 1993. Children Two. Education University of Michigan, A.B., 1932 M.A., 1933 Ph.D., 1937. Served as Brookings Institute f",,,
"HURT, MELISSA DEARING JACK",MELISSA DEARING JACK HURT,"mber 23, 1933. Children: two. Education: Attended Wesleyan College, Macon Emory University, B.A., 1932. Wrote articles for various",,,
"JACKSON, DOROTHY LOUISA GREENLEE",DOROTHY LOUISA GREENLEE JACKSON,NOT FOUND,,,
"LANGFORD, GERALD",GERALD LANGFORD,"w Phelps, 1938. Children:Two. Education:University of Virginia, B.A., 1933 M.A., 1934 Ph.D., 1940. Taught, University of Kentucky,",,,
"McCOWN, JAMES HART",JAMES HART McCOWN,"e and Rosemary (Hart) McCown. Education:B.S., Spring Hill College, 1932 St Mary's School of Theology, St Mary's, Kansas. Employed ",,,
"McMANUS, JOSEPH FORDE ANTHONY",JOSEPH FORDE ANTHONY McMANUS,"ates, 1938 naturalized, 1947. Education:Fordham University, B.S., 1933 Queen's University, Kingston, Canada, M.D., 1938. Married:N",,,
"MOORE, GLOVER",GLOVER MOORE,"Glover and Maud (Mims) Moore. Education:B.A., Birmingham Southern College, 1932 M.A., Vanderbilt University, 1933 Ph.D., 1936. Emp",,,
"PAYNE, PIERRE STEPHEN ROBERT",PIERRE STEPHEN ROBERT PAYNE,"married Sheila Lalwani, 1982. Education:Attended Diocesan College, Rondebosch, South Africa, 1929-1930 University of Capetown, 193",,,
"PAYNE, ROBERT PRINCE",ROBERT PRINCE PAYNE,"ed:Ruby Farmer. Children:One. Education:Mercer University, Columbia Bible College in Columbia, S.C. Pastor in Georgia, South Carol",,,
"SCOTT, VERN",VERN SCOTT,nd Millie Lou (Heaton) Scott. Education:self-educated after 8th grade. Mailman sign painter cinema manager variety store owner wat,,,
"WARD, DONALD G.",DONALD G. WARD,"sity, A.B., 1935, Ph.D., 1941 studied law, 1943-1945. Taught at State University of New York, Brockport, 1939-1945. Editor, Wester",,,
"WATKINS, LEVI",LEVI WATKINS,"ernice Vernado. Children:Six. Education:Tennessee State University, B.S., 1933 Northwestern University, M.S., 1940 Arkansas Baptis",,,
"WILDMAN, JOHN HAZARD",JOHN HAZARD WILDMAN,"el Greene (Whitaker) Wildman. Education:Brown University, B. Ph., 1933, M.A., 1934, Ph.D., 1937. Taught at Brown University, 1937-",,,
"BARKER, SAMUEL BOOTH",SAMUEL BOOTH BARKER,"ustine Rogers, July 31, 1934. Education:University of Vermont, B.S., 1932 Yale University, 1932-1934 Cornell University, Ph.D., 19",,,
"BARNEY, HOWARD",HOWARD BARNEY,"ober 31, 1936. Children:Four. Education:University of Missouri, Bachelor of Journalism, 1934. Served in the US Navy, WWII. Worked ",,,
"FARMER, MARGARET PACE",MARGARET PACE FARMER,"ember 1, 1934. Children Four. Education Troy State College, B.S., 1932. Taught in the schools of Enterprise, Birmingham, and Brund",,,
"FOLEY, ALBERT SIDNEY",ALBERT SIDNEY FOLEY,"Gertrude Emily (Mavor) Foley. Education St. Louis University, A.B., 1935 M.A., 1936 M.A., 1948 University of North Carolina, Ph.D.",,,
"JORDAN, WEYMOUTH TYREE",WEYMOUTH TYREE JORDAN,"ug. 11, 1935. Children:Three. Education:North Carolina State College, B.S., 1933 Vanderbilt University, M.A., 1934, Ph.D., 1937 po",,,
"JULICH, DOROTHY LOUISE MILAM",DOROTHY LOUISE MILAM JULICH,"une 11, 1936. Children:Three. Education:Blackwood Davis Business University, OKhoma City John Calhoun Junior College, Decatur, Ala",,,
"LITTRELL, ANITA IRWIN",ANITA IRWIN LITTRELL,"April 25, 1931. Children:One. Education: enrolled in writing courses, University of Washington Extension Service. Lived in Tenness",,,
"SAYLORS, GORDON CHASON",GORDON CHASON SAYLORS," Aug. 31, 1940. Children:Two. Education:Jacksonville Beauty and Barber College of Science, Florida. Worked over 50 years at Cornel",,,
"SMALLWOOD, VIVIAN",VIVIAN SMALLWOOD,"7, 1912 in Vinegar Bend, Ala. Education:Murphy High School, Mobile attended Huffstetler Business College. Worked for American Nati",,,
"SMELLEY, SUSAN B.",SUSAN B. SMELLEY,NOT FOUND,,,
"SORENSEN, VIRGINIA EGGERTSEN",VIRGINIA EGGERTSEN SORENSEN,"ed:Alec Waugh, July 15, 1969. Education:Brigham Young University, B.A., 1933 further study at the School of Journalism at Universi",,,
"STRONG, DONALD STUART",DONALD STUART STRONG,"in June 1940. Children:Three. Education:Oberlin College, A.B. University of Chicago, Ph.D. Taught at Western Reserve University, 1",,,
"VON BRAUN, WERNHER",WERNHER VON BRAUN,"arch 1, 1947. Children:Three. Education:Institute of Technology, Zurich, 1930 Institute of Technology, Berlin, B.S., 1932 Universi",,,
"WALTERS, JOHN BENNETT, JR.","JOHN BENNETT WALTERS, JR.","May 13, 1912, in Cordele, Ga. Education:Vanderbilt University, Ph.D., 1947. Taught at Vanderbilt, 1945-1947 Emory and Henry Colleg",,,
"WELLS, OPAL B.",OPAL B. WELLS,NOT FOUND,,,
"BRADLEY, VAN ALLEN",VAN ALLEN BRADLEY,"cember 3, 1966. Children:One. Education:Harding College, 1930-1932 University of Missouri, B.J., 1933. Worked for the Nashville Te",,,
"CARLSON, WARNER W.",WARNER W. CARLSON,". Married:Virginia Whiteside. Education:University of Nebraska, B.S., 1933, M.S., 1935 attended Iowa State University, 1935-1936 O",,,
"CHAMBERS, NELLA JEAN",NELLA JEAN CHAMBERS,. and Ethel Bennett Chambers. Education: graduated from Fairfax High School. Worked for West Point Pepperell Manufacturing Company,,,
"CLEM, PAUL LIVINGSTONE",PAUL LIVINGSTONE CLEM,"gust 5, 1936. Children:Three. Education:Birmingham Southern College, A.B., 1937, where he was a member of the unbeaten, untied foo",,,
"COUNTESS, MARY BIVINS GERON",MARY BIVINS GERON COUNTESS,"le High School graduate, 1929 studied at the Nashville Conservatory of Music. Library assistant at Redstone Arsenal, 1951-55. Memb",,,
"DAVIDSON, WILLIAM H.",WILLIAM H. DAVIDSON,NOT FOUND,,,
"IKENBERRY, ERNEST CROUSE",ERNEST CROUSE IKENBERRY,"nice Turnipseed, 3 June 1953. Education:University of Ottawa, Kansas, B.A., 1936 University of Kansas, M.A., 1938 Louisiana State ",,,
"MILLER, ERNEST L.",ERNEST L. MILLER," Havens, 1935. Children:Four. Education:D.D.S., University of Detroit, 1940 the M.S., Ohio State University in 1952. Employed as p",,,
"SMITH, GEORGE EVERARD KIDDER",GEORGE EVERARD KIDDER SMITH," Aug. 22, 1942. Children:Two. Education:Princeton University, A.B., M.F.A. Registered architect in Alabama, New York, and North Ca",,,
"VOLKER, JOSEPH FRANCES",JOSEPH FRANCES VOLKER,"uary 6, 1937. Children:Three. Education:Indiana University, D.D.S., 1936 University of Rochester, A.B., 1938 M.S., 1939, Ph.D., 19",,,
"WHITING, KENNETH R.",KENNETH R. WHITING,"ary Sexton in September 1940. Education:Boston University, B.A., 1940 UCLA, M.A., 1941 Harvard, Ph.D., 1951. Taught at Tufts Unive",,,
"WOODALL, SALLY LEE",SALLY LEE WOODALL,"Robert Murray. Children: one. Education:Birmingham Southern College Columbia University, graduate study New York University, Feagi",,,
"COULTER, HAROLD SYLVESTER",HAROLD SYLVESTER COULTER,NOT FOUND,,,
"EDINGTON, ANDREW",ANDREW EDINGTON,"ried:Cammie Kathleen Johnson. Attended Bibb County High School earned GED diploma while in prison. Served in US Army, 1946-1947 US",,,
"FRANKLIN, DENSON NAULS",DENSON NAULS FRANKLIN,"ttie Mae Pruet.  Childrenone. Education Birmingham Southern College, A.B. Union Theological Seminary. Licensed to preach by the Un",,,
"GASSMAN, OLA McDILL McCOWN",OLA McDILL McCOWN GASSMAN,NOT FOUND,,,
"HALBROOKS, RUTH THOMAS",RUTH THOMAS HALBROOKS,"ember 30, 1935. Children:Two. Education:Graduate of John Herbert Phillips High School, 1933 correspondence course in creative writ",,,
"HEARIN, EMILY STAPLES VAN ANTWERP",EMILY STAPLES VAN ANTWERP HEARIN,"  MarriedW. J. Hearin, 1981.  Education Murphy High School, Mobile, graduated 1934 Holton Arms School, Washington, DC.  Active in ",,,
"HOLLEY, HOWARD LAMAR",HOWARD LAMAR HOLLEY,"Holcomb, 1946. Children:Five. Education:University of South Carolina, B.S., 1935 Medical College of South Carolina, M.D., 1941. Me",,,
"KELLING, FURN L.",FURN L. KELLING,"and Grace L. (Craig) Kelling. Education:Southwestern Baptist Theological Seminary, certificate in elementary education, 1949 Georg",,,
"LUCKEY, CARL FREEMAN",CARL FREEMAN LUCKEY,"ember 31, 1938. Children:Two. Education:B.A., Union University, 1936 M.D., Vanderbilt University, 1941. Served in the US Army, 194",,,
"SIMMONS, EDWARD N.",EDWARD N. SIMMONS,tha Mae Terry. Children: two. Education:graduated from Southern Airways Flying School. Flying instructor at Birmingham Southern Co,,,
"STRONG, MARY ANTHONY",MARY ANTHONY STRONG,"Singley Strong. Children:Two. Education:Birmingham Southern College, A.B. attended Institute of Genealogy and Historical Research ",,,
"TRAWICK, BUCKNER BEASLEY",BUCKNER BEASLEY TRAWICK," Aug. 14, 1943. Children:Two. Education:Emory University, A.B. Harvard University, A.M., Ph.D. Taught English at Clemson Universit",,,
"WEAVER, OLIVER CORNELIUS",OLIVER CORNELIUS WEAVER,"ss Moore, 1937. Children:Two. Education:Birmingham Southern College, A.B., 1935 Garrett Bible Institute, B.D., 1939 Northwestern U",,,
"WOODRUFF, GWENDOLYN ROBERSON",GWENDOLYN ROBERSON WOODRUFF,"ation:Athens Teachers College studied piano with Edwin Hughes, New York City Dorsey Whittington Conservatory of Music, Birmingham,",,,
"WUEHRMAN, ARTHUR, H.",ARTHUR H. WUEHRMAN,"ents:Henry and Anna Wuehrman. Education:Tufts University, D.M.D., 1937 A.M. 1960. Taught at School of Dental Medicine, Tufts Unive",,,
"ALEXANDER, MARGARET ABIGAIL WALKER",MARGARET ABIGAIL WALKER ALEXANDER,"June 13, 1943. Children:Four. Education:Northwestern University, B.A., 1915 University of Iowa, M.A., 1940, Ph.D., 1965. Worked fo",,,
"FITZPATRICK, PHILIP MATTHEW",PHILIP MATTHEW FITZPATRICK,"p and Rose Coyle Fitzpatrick. Education University of Oklahoma, B.S., 1950 M.S., 1951 Ph.D., 1955. Served in U.S. Army Air Corps, ",,,
"HALL, GROVER CLEVELAND, JR.","GROVER CLEVELAND HALL, JR.","d and Claudia (English) Hall. Education:Montgomery public schools. After leaving school, worked as shoe salesman and held other ca",,,
"HASSINGER, BERNICE SHIELD",BERNICE SHIELD HASSINGER,"ember 6, 1947. Children: two. Education:College of William and Mary, B.S., 1937 University of Chicago, M.S., 1942. Social worker i",,,
"JOHNSON, GOLDA WATSON",GOLDA WATSON JOHNSON,"llo. Member Delta Kappa Gamma education honorary president, Mountain Brook Educational Association. Alabama Mother of the Year, 19",,,
"MAEHL, WILLIAM HARVEY",WILLIAM HARVEY MAEHL,"ember 29, 1941. Children:Two. Education:B.S., M.A., Northwestern University, 1937-1939 Ph.D., University of Chicago, 1946. Employe",,,
"McCRACKEN, WILLIAM LIONEL",WILLIAM LIONEL McCRACKEN,"uary 24, 1939. Children:Four. Education:Greenville College, Greenville, Ill. D.D.S., 1938, St Louis University School of Dentistry",,,
"McNEILL, ROBERT BLAKELY",ROBERT BLAKELY McNEILL,"ugust 25, 1944. Children:Two. Education:A.B., Birmingham Southern College, 1936 B.D., Union Theological Seminary, 1942 M.A. Univer",,,
"WATSON, FRED SHELTON",FRED SHELTON WATSON,"d:Irene Arnett. Children:One. Education:Coffee High School. Sales Manager, Radio Station WIRB, Enterprise, 8 years Allied Products",,,
"WILLBERN, YORK YOUNG",YORK YOUNG WILLBERN,"k and Berta (Young) Willbern. Education:Southwestern Texas State College, A.B., 1934 University of Texas, A.M., 1938 Ph.D., 1943. ",,,
"BENSON, CARL FREDERICK",CARL FREDERICK BENSON,", May 29, 1941. Children:Two. Education:Southern State College, Magnolia, Arkansas University of Texas, B.A., 1937, M.A., 1938 Uni",,,
"BROWN, MARY VIRGINIA POUNDS",MARY VIRGINIA POUNDS BROWN,"stor Brown, November 1, 1947. Education:Randolph-Macon Woman's College, A.B., 1937 Emory University, M.L.S., 1942. Librarian, Birm",,,
"CHENEY, CORA",CORA CHENEY,"ember 2, 1939. Children:Four. Education:Florida State College for Women, 1934-1936 University of Georgia, A.B., 1938 Antioch Colle",,,
"COPELAND, MILES AXE, JR.","MILES AXE COPELAND, JR.",NOT FOUND,,,
"DAVIS, DONALD ECHARD",DONALD ECHARD DAVIS,", June 5, 1940. Children:Two. Education:Eastern Illinois State University, B.Ed., 1938 Ohio State University, M.S., 1940 Ph.D., 19",,,
"DUNCAN, JULIA COLEY",JULIA COLEY DUNCAN," Edward Duncan. Children:Two. Education:Agnes Scott College University of Minnesota, M.A., and Ed.S. Coursework at University of O",,,
"HIGGINBOTHAM, RALPH D.",RALPH D. HIGGINBOTHAM,"iriam Cockrell Jackson, 1974. Education:Graduate of Anniston Business College, 1934. Employee of Anniston Star, 1928-1944 Strong P",,,
"JOHNSON, EUGENE HARPER",EUGENE HARPER JOHNSON, Education:Birmingham schools studied music and art in France at the Studio of Gene Paul Lawrence and at the Academie Julian studi,,,
"LANGLEY, LEROY LESTER",LEROY LESTER LANGLEY,"educator. Born:Dec. 12, 1916. Education:University of California at Los Angeles, A.B., 1938 Stanford University, M.A., 1939 Yale U",,,
"LARSON, JAMES EDWARD",JAMES EDWARD LARSON,"June 11, 1943. Children:Four. Education:Cornell University, B.A., 1940 University of Michigan, M.A., 1947 Ph.D., 1952. US Naval Re",,,
"MORLAND, JOHN KENNETH",JOHN KENNETH MORLAND,"ary 26, 1949. Children:Three. Education:B.S., Birmingham Southern College, 1938 B.D., Yale University, 1943 Ph.D., University of N",,,
"POWELL, THURSTON",THURSTON POWELL,"nie Lee Harris. Children:One. Education:Universal School in Dallas and National Institute in St Louis. Employed by Russell Mills, ",,,
"STOVER, VIRGINIA HENDRIX",VIRGINIA HENDRIX STOVER,NOT FOUND,,,
"UNGERMANN, KENNETH ARMISTEAD",KENNETH ARMISTEAD UNGERMANN,"ber 20, 1951. Children:Three. Education:Phillips Academy, 1931-1932 high school in Bronxville, N.Y. Owned a Chevrolet dealership i",,,
"WALKER, ROBERT HENRY, JR.","ROBERT HENRY WALKER, JR.",ory Pryor (McClellan) Walker. Education:Athens Public School Birmingham Southern College. Wrote for several Athens area newspapers,,,
"WEST, HERBERT BUELL",HERBERT BUELL WEST,"mber 29, 1946. Children:Five. Education:Birmingham Southern College, A.B., 1936. Major, Adjutant General Corps, U. S. Army, 1941-4",,,
"WILLIAMSON, EDWARD CHARLES",EDWARD CHARLES WILLIAMSON,"Married:Ruthie. Children:Two. Education:University of Florida, A.B., 1939 A.M., 1946 University of Pennsylvania, Ph.D., 1954. Serv",,,
"ALBA, NANIA CHAMPNEY",NANIA CHAMPNEY ALBA,"November 1937. Children: two. Education:Haines Institute in Augusta, Ga. Knoxville College, B.A., 1935 attended Indiana University",,,
"ALLISON, HARRISON CLARKE",HARRISON CLARKE ALLISON,"mber 16, 1947. Children:Four. Education:Fort Union Military Academy Cumberland College Georgetown College (Kentucky) , A.B. Univer",,,
"AMACHER, RICHARD EARL",RICHARD EARL AMACHER,"ugust 26, 1953. Children:One. Education:Ohio University, A.B., 1939 attended the University of Chicago, 1939-1942 University of Pi",,,
"FUTRELL, ROBERT FRANK",ROBERT FRANK FUTRELL,"trell.  Married JoAnn MGowan. Education University of Mississippi, B.A., 1938 M.A., 1939 Vanderbilt University, Ph.D., 1950. Taugh",,,
"HEARD, GEORGE ALEXANDER",GEORGE ALEXANDER HEARD,"Virginia Lord (Nesbet) Heard. Education:University of North Carolina, A.B., 1938 Columbia University, M.A., 1948 Ph.D., 1951. Marr",,,
"HIGHSAW, ROBERT BAKER",ROBERT BAKER HIGHSAW,"March 3, 1943. Children: two. Education:Princeton University, A.B., 1939 Harvard University, A.M., 1942 Ph.D., 1945. Taught at Van",,,
"JOHNSTON, MARGUERITE SPRADLING",MARGUERITE SPRADLING JOHNSTON,"gust 31, 1946. Children:Four. Education:Birmingham Southern College, A.B., 1938. Reporter, Birmingham News, 1939-1945 Washington c",,,
"KIRKLIN, JOHN WEBSTER",JOHN WEBSTER KIRKLIN,"herine Hair. Children: three. Education:University of Minnesota, B.A., 1938 Harvard University, M.D., 1942 diplomas from the Ameri",,,
"LES TINA, DOROTHY",DOROTHY LES TINA,"d E. Johnson, August 9, 1952. Education:San Diego State Teachers College Army Officer's Candidate School New School for Social Res",,,
"SMITH, WILLIAM STEPHEN",WILLIAM STEPHEN SMITH,". Married:1947. Children:Two. Education:Northern Illinois University, BEd Stanford University, M.A., Ph.D. Taught at Northwestern ",,,
"STATON, THOMAS FELIX",THOMAS FELIX STATON,"Emma Dunlap on Oct. 27, 1951. Education:University of Georgia, A.B., M.A.. George Peabody College, Ph.D. further study at Columbia",,,
"BAXTER, RICHARD DUNCAN",RICHARD DUNCAN BAXTER,"March 11, 1947. Children:Two. Education:Public schools. US Navy, WWII. Employed as a clerk for the Southern Railway Company, 1936-",,,
"CANNON, JAMES MONROE, III",JAMES MONROE CANNON III,NOT FOUND,,,
"CANNON, LEE FERRARA",LEE FERRARA CANNON,"une 10, 1948. Children:Three. Education:West Virginia University, B.A., 1940 University of Wisconsin, M.S., 1944, postgraduate wor",,,
"CHAPMAN, ROBERT BERRIEN",ROBERT BERRIEN CHAPMAN,"une 14, 1941. Children:Three. Education:Eastern Michigan University, B.A., 1940 Wayne State University, M.Ed., 1949. Taught school",,,
"CHITWOOD, MARIE DOWNS",MARIE DOWNS CHITWOOD,"am Chitwood, August 20, 1937. Education:Public schools in Alabama. Died September 1, 1999.
",,,
"GERBER, ISRAEL JOSHUA",ISRAEL JOSHUA GERBER,"ary 9, 1943. Children: three. Education:Yeshiva University, B.A., 1939 City College of New York, M.A., 1940 Boston University, Ph.",,,
"GOODRUM, JOHN C.",JOHN C. GOODRUM," May 22, 1948. Children: two. Education:Mississippi State University, B.S., 1939 State University of Iowa, M.S., 1941. Employed as",,,
"GRIMES, MARTIN",MARTIN GRIMES,NOT FOUND,,,
"HUBBARD, PRESTON JOHN",PRESTON JOHN HUBBARD,"h Ann Perry, August 31, 1947. Education:Vanderbilt University, B.A., 1948, Ph.D., 1955 Peabody College, M.A., 1949. Served in the ",,,
"LINDSEY, HENRY CARLTON",HENRY CARLTON LINDSEY,"ber 27, 1948. Children:Three. Education:Ouachita College, B.A., 1948 Louisiana State University, M.A., 1951 University of Denver, ",,,
"MOORE, GERALDINE HAMILTON",GERALDINE HAMILTON MOORE,"gust 19, 1955. Children:Four. Education:A.B., Miles College, 1940 M.A., Atlanta University, 1945. Employed as a teacher, Sumter Co",,,
"SMYTHE-HAITHE, MABEL MURPHY",MABEL MURPHY SMYTHE-HAITHE,"e. Married:Robert Haithe, Jr. Education:attended Spelman College, 1933-36 Mount Holyoke College, A.B. 1937 Northwestern University",,,
