Last_First,First_Last,info,location,latitude,longitude
"SMALL, ROBERT VAN DYKE",ROBERT VAN DYKE SMALL,"Atlanta University, 1950-1951 practiced psychology for Federal government, 1965-1969 assistant professor and consulting psychologi",,,
"STONE, ELNA WORRELL",ELNA WORRELL STONE,NOT FOUND,,,
"THOMPSON, JAMES JOSEPH",JAMES JOSEPH THOMPSON," University of Florida, Ed.D. Taught music in Florida public schools, 1951-1960 University of Florida, 1962-1963 Indiana State Uni",,,
"WALDRON, ANN WOOD",ANN WOOD WALDRON,NOT FOUND,,,
"BAKLANOFF, ERIC NICHOLAS",ERIC NICHOLAS BAKLANOFF,"ank in Puerto Rico, 1950-1954 taught at Louisiana State University, 1958-1961 and 1965-1968 at Vanderbilt University, 1962-1965 an",,,
"CARTER, ASA EARL",ASA EARL CARTER,970 after losing the election moved to Florida and began a new career as a novelist using the pseudonym Forrest Carter.His novel R,,,
"COOK, JAMES GRAHAM",JAMES GRAHAM COOK,NOT FOUND,,,
"COX, LUTHER",LUTHER COX,NOT FOUND,,,
"DICKINSON, ARTHUR TAYLOR, JR.","ARTHUR TAYLOR DICKINSON, JR.",NOT FOUND,,,
"FLOYD, DENNIS STEWART",DENNIS STEWART FLOYD,"th the Peace Corps in Liberia taught at the Universities of Michigan and Maryland. Died January 17, 2001.
",,,
"FOREMAN, MARY DOUGLAS FUNDABURK",MARY DOUGLAS FUNDABURK FOREMAN,NOT FOUND,,,
"GILMORE, J. HERBERT, JR.","J. HERBERT GILMORE, JR.",NOT FOUND,,,
"STEELE, HAROLD CLYDE",HAROLD CLYDE STEELE,NOT FOUND,,,
"STEIN, RICHARD JAMES",RICHARD JAMES STEIN,NOT FOUND,,,
"ABERNATHY, RALPH DAVID",RALPH DAVID ABERNATHY,NOT FOUND,,,
"ALLEN, LEE NORCROSS",LEE NORCROSS ALLEN,"ved with U. S. Army, 1944-46. Taught at Eastern Baptist College in St Davids, Pa., 1952-1961 at Samford University, 1961-2001 Dean",,,
"BAREFIELD, MARILYN DAVIS HAHN",MARILYN DAVIS HAHN BAREFIELD,NOT FOUND,,,
"BELL, ROBERT EUGENE",ROBERT EUGENE BELL,NOT FOUND,,,
"BILLINGSLEY, ANDREW",ANDREW BILLINGSLEY," Cruelty to Children, 1960-63 taught at University of California, Berkeley, 1964-1970 assistant chancellor for academic affairs, B",,,
"BOEHLKE, FREDERICK JOHN, JR.",FREDERICK JOHN BOEHLKE JR.,NOT FOUND,,,
"BROWN, WALLACE LAMAR",WALLACE LAMAR BROWN,NOT FOUND,,,
"CARROLL, SARA NEWTON",SARA NEWTON CARROLL,NOT FOUND,,,
"EDWARDS, GWEN ANDERS",GWEN ANDERS EDWARDS,NOT FOUND,,,
"FITZGERALD, ARTHUR ERNEST",ARTHUR ERNEST FITZGERALD,"Navy, WWII. Worked in private business, 1951-65. Employed by the Pentagon as Deputy for Management Systems, 1965-1969 fired in 196",,,
"HARRIS, MARY IMOGENE",MARY IMOGENE HARRIS,NOT FOUND,,,
"HOWARD, ELIZABETH SIMMONS",ELIZABETH SIMMONS HOWARD,NOT FOUND,,,
"KELLY, RILEY NICHOLAS",RILEY NICHOLAS KELLY,NOT FOUND,,,
"LIDE, NEOMA JEWELL LAWHON",NEOMA JEWELL LAWHON LIDE,":
Nurse journalist businesswoman. Born:April 1, 1926, Levelland, TX Parents:Charles Samuel and Jewell (Yeager) Lawhon. ",,,
"McFARLAND, THOMAS ALFRED, JR.","THOMAS ALFRED McFARLAND, JR.","rsity of Tubingen, 1953-1954. Taught at Oberlin College, 1954-1956, University of Virginia, 1956-1958, Western Reserve University,",,,
"MEADOR, DANIEL JOHN",DANIEL JOHN MEADOR,NOT FOUND,,,
"MILES, EDWIN ARTHUR",EDWIN ARTHUR MILES,"chives and History, 1952-1954 taught, University of Houston, 1954. Member:American Historical Association, Organization of America",,,
"WALKER, ARTHUR LONZO, JR.","ARTHUR LONZO WALKER, JR.","Served in US Army, 1944-1946. Taught religion at Samford University, 1956-1958 Dean of Students, 1965-1968 Vice president for Stud",,,
"WINTER, ADALEE DUCKETT",ADALEE DUCKETT WINTER,NOT FOUND,,,
"BEARDEN, BOBBY RAY",BOBBY RAY BEARDEN,NOT FOUND,,,
"BURNETTE, OLLEN LAWRENCE, JR.",OLLEN LAWRENCE BURNETTE JR.,"., 1952. U. S. Navy, 1945-47. Taught at Petersburg, Virginia, High School, 1948-1949, and Virginia Military Institute, 1951-1953 f",,,
"CORUM, BETTY JO",BETTY JO CORUM,NOT FOUND,,,
"DAWKINS, CECIL",CECIL DAWKINS,NOT FOUND,,,
"HIGGINBOTHAM, MIRIAM",MIRIAM HIGGINBOTHAM,NOT FOUND,,,
"JOHNSON, DAVID EDSEL",DAVID EDSEL JOHNSON,"nal Bureau of Standards, 1952 taught in the Electrical Engineering Department, Louisiana State University, 1954-1983 National Scie",,,
"JOHNSON, JAMES WILLIAM",JAMES WILLIAM JOHNSON,NOT FOUND,,,
"JONES, WILLIAM McKENDREY",WILLIAM McKENDREY JONES,"erved in U. S. Army, 1945-46. Taught English, Wisconsin State College at Eau Claire, 1953-55 University of Michigan, 1955-59 Unive",,,
"KENNEDY, JO MYRLE COLBURN",JO MYRLE COLBURN KENNEDY,NOT FOUND,,,
"KING, CORETTA SCOTT",CORETTA SCOTT KING,NOT FOUND,,,
"McDONALD, FORREST",FORREST McDONALD,"ory Reseach Center, 1956-1958 taught, Brown University, 1958-1967 Wayne State University, 1967-1976 University of Alabama, 1976-20",,,
"McDONALD, WILLIAM LINDSEY",WILLIAM LINDSEY McDONALD,NOT FOUND,,,
"PITTMAN, JAMES A., JR.","JAMES A. PITTMAN, JR.",NOT FOUND,,,
"ROUNTREE, THOMAS JEFFERSON",THOMAS JEFFERSON ROUNTREE,"lane University, Ph.D., 1962. Taught at Southeast Louisiana College, 1958-1960 East Texas State University, 1960-1961 University o",,,
"SANDLIN, WINFRED GENE",WINFRED GENE SANDLIN,":
Businessman, educator. Born:Sept. 24, 1927, at Empire, Ala. Parents:John Monroe and Ila (Fewell) San",,,
"STODDARD, SANDOL",SANDOL STODDARD,NOT FOUND,,,
"TEAFORD, RUTH E. ROMINE",RUTH E. ROMINE TEAFORD,"story, beginning in 1979. Won homemaking, art, and service awards named Alabama's Favorite Teacher 1980, and Alabama's Teacher of ",,,
"WILLIAMS, DOUGLAS FREDERICK",DOUGLAS FREDERICK WILLIAMS,"iversity of Texas, 1957-1958. Taught at high schools in Michigan, 1950-1953 Northern Michigan University, 1963-1965 National Teach",,,
"BROWN, MILTON PERRY, JR.",MILTON PERRY BROWN JR. ,"of a church in Bardstown, Ky. taught at Duke University, 1955-1958 chaplain and assistant professor of religion at Washington & Le",,,
"BUCK, WILLIAM PETTUS",WILLIAM PETTUS BUCK,NOT FOUND,,,
"BUTTERWORTH, EMMA JOSEFA MACALIK",EMMA JOSEFA MACALIK BUTTERWORTH,NOT FOUND,,,
"ELAM, VERRELL DONALD",VERRELL DONALD ELAM,NOT FOUND,,,
"HAAGEN, VICTOR B.",VICTOR B. HAAGEN,NOT FOUND,,,
"SIMMONS, OTIS DAVIS",OTIS DAVIS SIMMONS,"al coaches. US Army 1949-1953 taught Philander Smith College 1955-1958, Texas Southern University 1958-1960 Southern University 19",,,
"THOMAS, ROSCOE A.",ROSCOE A. THOMAS,"University, B.A., M.A., Ph.D. Taught in Washington, D.C., 1959-1961 and 1962-1965 later taught modern languages at Alabama State C",,,
"WALDEN, JOHN CLAYTON",JOHN CLAYTON WALDEN," service: US Navy, 1946-1948. Taught at Redland, CA, Public Schools, 1952-1953 Monrovia, CA, Public Schools, 1953-1966 principal, ",,,
"BAILEY, HUGH COLEMAN",HUGH COLEMAN BAILEY,"ama, M.A., 1951, Ph.D., 1954. Taught at Howard (which became Samford University in 1965), 1953-1970 served as Dean of Arts and Sci",,,
"BARNARD, HARRY VOLLIE",HARRY VOLLIE BARNARD,"ved in the US Army, 1950-1952 taught in the public schools of Orlando, Fla., 1953-1956 teaching fellow at the University of Alabam",,,
"CLEVENGER, ERNEST ALLEN, JR.","ERNEST ALLEN CLEVENGER, JR.",NOT FOUND,,,
"CRENSHAW, MARY ANN",MARY ANN CRENSHAW,NOT FOUND,,,
"GREEN, ASA NORMAN",ASA NORMAN GREEN," University (Ala.), 1972-1994 taught in University of Alabama, Extension Division. Graduate fellow of the Southern Regional Traini",,,
"JOHNSON, JOHNNY RAY",JOHNNY RAY JOHNSON," 1953-1954 US Army, 1954-1956 taught at Louisiana Technical Institute, 1958-1962 Appalachian State College, 1962-1963 Louisiana St",,,
"KING, MARTIN LUTHER, JR.","MARTIN LUTHER KING, JR.",NOT FOUND,,,
"LAKE, JEAN THOMPSON",JEAN THOMPSON LAKE,NOT FOUND,,,
"LINDSEY, BOBBY L.",BOBBY L. LINDSEY,NOT FOUND,,,
"LUIS, EARLENE WOODS",EARLENE WOODS LUIS,NOT FOUND,,,
"PARKER, BETTY JUNE",BETTY JUNE PARKER,"anklin Parker, June 12, 1950. Taught English at Ferrum College, 1950-1952 Belmont College, 1955-1956 Walkill School (N.Y.), 1956-1",,,
"PICKLE, HAL BRITTAIN",HAL BRITTAIN PICKLE,":
University professor, businessman. Born:January 16, 1929, Ennis, TX Parents:Oren M. and Bessie Mae (Beard) Pickle. Married",,,
"PILEGGE, JOSEPH C., JR.","JOSEPH C. PILEGGE, JR.","scharged with rank of captain.Taught at the University of Alabama, 1966-1992. Awarded the rank of professor emeritus on his retire",,,
"ROGERS, WILLIAM WARREN",WILLIAM WARREN ROGERS,NOT FOUND,,,
"RUSHTON, WILLIAM JAMES, III",WILLIAM JAMES RUSHTON III,NOT FOUND,,,
"SHIPPS, JAN BARNETT",JAN BARNETT SHIPPS,NOT FOUND,,,
"STROTHER, CLAUDIA PATRICK WALLACE",CLAUDIA PATRICK WALLACE STROTHER,NOT FOUND,,,
"WILSON, EDWARD OSBORNE",EDWARD OSBORNE WILSON,"vard University, Ph.D., 1955. Taught at Harvard, 1956- member, Society of Fellows, 1953-1956. Developed first quantitative theory ",,,
"CRISPENS, CHARLES GANGLOFF, JR.","CHARLES GANGLOFF CRISPENS, JR.",NOT FOUND,,,
"DEAGON, ANN FLEMING",ANN FLEMING DEAGON,"lina, M.A., 1951 Ph.D., 1954. Taught classics at Furman University, 1954-1956 at Guilford College, 1956-94. Published poems in var",,,
"FANN, WILLIAM EDWIN",WILLIAM EDWIN FANN,NOT FOUND,,,
"FELKENES, GEORGE THEODORE",GEORGE THEODORE FELKENES,"ederal Trade Commission, 1961 taught at California State University, 1971 professor of Criminology at the University of Alabama in",,,
"GRAF, DOT (DOROTHY JANE) PADGETT",DOT (DOROTHY JANE) PADGETT GRAF,NOT FOUND,,,
"HAMMOND, GUYTON BOWERS",GUYTON BOWERS HAMMOND,NOT FOUND,,,
"HARRELL, DAVID EDWIN, JR.","DAVID EDWIN HARRELL, JR.","ity, M.A., 1958 Ph. D., 1962. Taught at East Tennessee State University, 1961-1966 University of OKhoma, 1966-1967 University of G",,,
"HARZEM, PETER",PETER HARZEM," of North Wales, Ph.D., 1968. Taught at the University of Wales, 1963-1977 visiting professor University of Wisconsin, Eau Claire,",,,
"LINN, MARJORIE LEES",MARJORIE LEES LINN,NOT FOUND,,,
"LITTLETON, TAYLOR DOWE",TAYLOR DOWE LITTLETON,NOT FOUND,,,
"MADDOX, ALVA HUGH",ALVA HUGH MADDOX,NOT FOUND,,,
"McFARLAND, PHILIP JAMES",PHILIP JAMES McFARLAND,", Houghton Mifflin, 1958-1964 lived in Europe, 1964-1966 taught English, Concord Academy, Concord, Mass., 1966-1995. Fellow of the",,,
"McKOWN, DELOS BANNING",DELOS BANNING McKOWN,NOT FOUND,,,
"MORGAN, CHARLES, JR.","CHARLES MORGAN, JR.",NOT FOUND,,,
"PAXTON, MARY JEAN WALLACE",MARY JEAN WALLACE PAXTON,"2 released from vows in 1970. Taught at St Mary's College, 1965-1968 Harvard University, School of Public Health, 1968-1971 Massac",,,
"ROBINSON, FRED COLSON",FRED COLSON ROBINSON,"ed in the US Army, 1954-1956. Taught at Samford University, 1960-1965 Cornell University, 1965-1967 Yale University, 1971-2000 (Do",,,
"SMITH, HATTIE LITTLE",HATTIE LITTLE SMITH,":
Secretary, business executive. Born:Dec. 11, 1930 in Belzoni, Miss. Parents:J.J. and Johnnie (Davis) Cerame. Ma",,,
"WATSON, ELBERT L.",ELBERT L. WATSON,NOT FOUND,,,
"WILLIAMS, GEORGE KENDRICK",GEORGE KENDRICK WILLIAMS,", 1956. Admitted to bar, 1956 practiced before US Supreme Court, 1975. Partner, Camp, Williams and Spurrier and Rice, 1975-. Membe",,,
"WILLIAMSON, EUGENE LACOSTE, JR.","EUGENE LACOSTE WILLIAMSON, JR.","gan, M.A., 1955, Ph.D., 1960. Taught English at the University of Kentucky, 1957-1959 University of Alabama, 1959-1990 professor a",,,
"ANDELSON, ROBERT VERNON",ROBERT VERNON ANDELSON,"ience in San Diego, 1959-1962 taught at Northland College in Wisconsin, 1962-1963 Northwestern State University, Louisiana, 1963-1",,,
"BRUNSON, MARION BAILEY",MARION BAILEY BRUNSON,NOT FOUND,,,
"BUCK, JANIE BROWN",JANIE BROWN BUCK,NOT FOUND,,,
"CHITWOOD, BILLY JAMES",BILLY JAMES CHITWOOD,NOT FOUND,,,
"FOSHEE, JOHN HUGH",JOHN HUGH FOSHEE,"an and designer retired 1985. Taught classes in canoeing at UAB. Published many articles in outdoor, trade, and general periodical",,,
"LEWIS, WALTER DAVID",WALTER DAVID LEWIS,"the History of Technology the Business History Conference the G.A.Henty Society. Died September 29, 2007.
",,,
"LOWI, THEODORE JAY",THEODORE JAY LOWI,"sity, 1955 Ph.D., Yale, 1961. Taught at Cornell University, 1959-1965 University of Chicago, 1965-1972, Cornell, 1972-2015. Member",,,
"LUCAS, SILAS EMMETT",SILAS EMMETT LUCAS,NOT FOUND,,,
"MAYS, WILLIE HOWARD",WILLIE HOWARD MAYS,"iants, after 1986. Batted 660 homeruns received 12 Gold Glove Awards.Holds numerous records for baseball achievements among other ",,,
"TREST, WARREN",WARREN TREST,"ce, 1975 Outstanding Civilian Career Service, 1996. Nominated for the Bancroft Prize for outstanding work in American history.
",,,
"TUBBS, BILLY G.",BILLY G. TUBBS,":
Engineer, businessman. Born:Mar. 29, 1931 in Walker Co. Ala. Parents:Jim and Minnie Lee (Alexander) Tubbs. Mar",,,
"WATSON, CHARLES SULLIVAN",CHARLES SULLIVAN WATSON,"bilt University, Ph.D., 1966. Taught English at Georgia Institute of Technology, 1958-1961 University of Alabama, 1966-1997. Publi",,,
"WHITE, HENRY EUGENE, JR.","HENRY EUGENE WHITE, JR.",NOT FOUND,,,
"WILSON, EUGENE MURPHY",EUGENE MURPHY," Military service, six years. Taught at University of Alabama, 1963-1969 University of South Alabama, 1969- Mississippi State Univ",,,
"ALBRITTON, WALTER MATTHEW, JR.",WALTER MATTHEW ALBRITTON JR.,NOT FOUND,,,
"CARMICHAEL, DANIEL ERSKINE",DANIEL ERSKINE CARMICHAEL,NOT FOUND,,,
"COPELAND, CHARLES WESLEY, JR.","CHARLES WESLEY COPELAND, JR.",NOT FOUND,,,
"DOOLEY, VINCENT JOSEPH",VINCENT JOSEPH DOOLEY,NOT FOUND,,,
"EAVES, RICHARD GLEN",RICHARD GLEN EAVES," Alabama, M.A.,  Ph,D., 1970. Taught at Dana Jr. High School in San Diego, 1956-1957 professor and Dean of Men at Clarke College, ",,,
"FULTS, JOHN LEE",JOHN LEE FULTS,NOT FOUND,,,
"GARBER, EUGENE KEENAN",EUGENE KEENAN GARBER,"Served in the USNavy, 1954-57.Taught English at Parsons College, 1961-62 University of Iowa, 1962-1968 Western Washington State Co",,,
"HARRISON, E. BRUCE",E. BRUCE HARRISON,NOT FOUND,,,
"HILL, HARLON",HARLON HILL,", University of North Alabama taught and coached at Brooks High School. The Harlon Hill Trophy, named in his honor, is awarded ann",,,
"JONES, ABIGAIL ROBERTS",ABIGAIL ROBERTS JONES,NOT FOUND,,,
"KEARLEY, FLOYD FURMAN",FLOYD FURMAN KEARLEY,NOT FOUND,,,
"LIVINGSTON, ALFRED DELANO",ALFRED DELANO LIVINGSTON,NOT FOUND,,,
"MOSLEY, DONALD CRUMPTON",DONALD CRUMPTON MOSLEY,"73-199 Dean of the College of Business and Management Studies at USA, 1973-1982. Member:Southern Management Association Academy of",,,
"RUSSELL, RICHARD OLNEY, JR.","RICHARD OLNEY RUSSELL, JR.",NOT FOUND,,,
"CARGILE, WAYNE CHANDLER",WAYNE CHANDLER CARGILE,NOT FOUND,,,
"DINOFF, MICHAEL",MICHAEL DINOFF,NOT FOUND,,,
"FOSCUE, VIRGINIA ODEN",VIRGINIA ODEN FOSCUE,"niversity of Wisconsin, 1966. Taught at the University of Alabama, 1963-1993. Member of the Linguistics Society of America, Modern",,,
"JACKSON, JOSEPH ABRAM",JOSEPH ABRAM JACKSON,NOT FOUND,,,
"LOGUE, JOHN DANNELLY, SR.","JOHN DANNELLY LOGUE, SR.",NOT FOUND,,,
"MACKIN, COOPER RICHERSON",COOPER RICHERSON MACKIN,"ice University, Ph. D., 1962. Taught English at Texas Southern University, 1958-1959 North Texas State University, 1962-1963 Unive",,,
"MARKS, HENRY SEYMOUR",HENRY SEYMOUR MARKS,NOT FOUND,,,
"MARTIN, CARTER WILLIAMS",CARTER WILLIAMS MARTIN,NOT FOUND,,,
"STRICKLAND, STEPHEN PARKS",STEPHEN PARKS STRICKLAND,NOT FOUND,,,
"THOMAS, JOAB LANGSTON",JOAB LANGSTON THOMAS,"Harvard University, 1959-1961 taught at University of Alabama and directed its Herbarium, 1961-1976 director of UAi Arboretum, 196",,,
"WEISHEIT, ELDON",ELDON WEISHEIT,NOT FOUND,,,
"AARON, HENRY",HENRY AARON,"-76.Set the record for career home runs, 1974. Recipient of many baseball honors Inducted into the Baseball Hall of Fame, 1982 nam",,,
HENRY AARON,HENRY AARON,"-76.Set the record for career home runs, 1974. Recipient of many baseball honors Inducted into the Baseball Hall of Fame, 1982 nam",,,
"FRANKLIN, HAROLD LEROY",HAROLD LEROY FRANKLIN,NOT FOUND,,,
"HINDS, LEON TRICE",LEON TRICE HINDS,NOT FOUND,,,
"McCAIN, JAMES W.",JAMES W. McCAIN,NOT FOUND,,,
"MOFFETT, MARTHA LEATHERWOOD",MARTHA LEATHERWOOD MOFFETT,NOT FOUND,,,
"SUMRALL, RAYMOND OLAND",RAYMOND OLAND SUMRALL," University of Alabama, Ph.D. Taught social work in California, Florida, and Texas faculty University of Alabama 1973-2010 taught ",,,
"WARD, ROBINSON J., JR.","ROBINSON J. WARD, JR.",NOT FOUND,,,
"WARD, WYLEY DONALD",WYLEY DONALD WARD,NOT FOUND,,,
"WEATHERBY, HAROLD LEROW, JR.","HAROLD LEROW WEATHERBY, JR.","ity, M.A., 1957, Ph.D., 1962. Taught English at Vanderbilt, 1962-. Member:Phi Beta Kappa.
",,,
"WIGGINS, SARAH VAN VOORHIS WOOLFOLK",SARAH VAN VOORHIS WOOLFOLK WIGGINS,"ity, M.A., 1958, Ph.D., 1965. Taught at South Seminary Junior College 1959-1961 University of Alabama, 1961-. Editor Alabama Revie",,,
"WILSON, MAMIE LOUIS THOMPSON",MAMIE LOUIS THOMPSON WILSON,"rd of Corrections, 1964-1969. Taught Graduate school, Indiana University Purdue University, Indianapolis. 
",,,
"AINSWORTH, CHARLES HAROLD",CHARLES HAROLD AINSWORTH,NOT FOUND,,,
"BOYKIN, MILTON LEE",MILTON LEE BOYKIN,"versity of Alabama, 1967-1970 taught political science at The Citadel, after 1970 served as head of Department of Political Scienc",,,
"EVERSOLE, FINLEY TRAWEEK",FINLEY TRAWEEK EVERSOLE,NOT FOUND,,,
"LOGUE, CALVIN McLEOD",CALVIN McLEOD LOGUE,NOT FOUND,,,
"MARKS, MARSHA KASS",MARSHA KASS MARKS,NOT FOUND,,,
"MATHEWS, FORREST DAVID",FORREST DAVID MATHEWS,NOT FOUND,,,
"MATTE, JACQUELINE ANDERSON",JACQUELINE ANDERSON MATTE,NOT FOUND,,,
"PENNY, ROBERT LYNN",ROBERT LYNN PENNY,"rsity of Alabama, Ph.D, 1968. Taught at the University of Alabama, 1961-1967 Old Dominion University, 1968-1969 University of Alab",,,
"PHILLIPS, ARCHIE",ARCHIE PHILLIPS,NOT FOUND,,,
"STALLWORTH, ANNE NALL",ANNE NALL STALLWORTH,NOT FOUND,,,
"WILLIAMS, DANIEL T.",DANIEL T. WILLIAMS,NOT FOUND,,,
"WILLIAMS, VERGIL LEWIS",VERGIL LEWIS WILLIAMS,"53-1960 policeman, 1960-1970. Taught criminal justice at University of Alabama, 1971. Member:International Association of Chiefs o",,,
"BOLTON, CLYDE",CLYDE BOLTON,NOT FOUND,,,
"DELPAR, HELEN VICTORIA",HELEN VICTORIA DELPAR,"mbia University, Ph.D., 1967. Taught at Indiana State University, 1967-1969 Florida State University's Canal Zone Branch, 1969-197",,,
"JENKINS, FERRELL",FERRELL JENKINS,NOT FOUND,,,
"JONES, MARGARET JEAN",MARGARET JEAN JONES,NOT FOUND,,,
"MASON, WILLIAM HICKMAN",WILLIAM HICKMAN MASON,NOT FOUND,,,
"SIKORA, FRANK",FRANK SIKORA,NOT FOUND,,,
"WASSERSTROM, RICHARD ALAN",RICHARD ALAN WASSERSTROM,"60 Stanford University, 1960. Taught philosophy at Stanford University, 1960-1962, and law, 1962-1963. Lawyer, Civil Rights Divisi",,,
"LAMONT, DOUGLAS FELIX",DOUGLAS FELIX LAMONT,"sity in Chicago, Professor of Business and Dean of the College of Business Administration, 1978-2006. Fulbright Commission Lecture",,,
"MATHIS, GERALD RAY",GERALD RAY MATHIS,NOT FOUND,,,
"SOLOMON, OLIVIA",OLIVIA SOLOMON,NOT FOUND,,,
"VINES, CHARLES JERRY",CHARLES JERRY VINES,NOT FOUND,,,
"WRIGHT, HUGH ELLIOT, JR.",HUGH ELLIOT WRIGHT JR.,NOT FOUND,,,
"BUSH, JOHN CHARLES",JOHN CHARLES BUSH,NOT FOUND,,,
"CHUNG, CHIN OWYEE",CHIN OWYEE CHUNG,"ersity at Humboldt, 1969-1970 taught in the political science department at the University of Alabama after 1970. 
",,,
"CRADDOCK, PATRICIA BLAND",PATRICIA BLAND CRADDOCK,"Yale University, Ph.D,, 1964. Taught at Alabama College, 1960-1961, Connecticut College, 1963-66, and Goucher College, 1966-72 tau",,,
"DEAVER, MARY JO BLAIR",MARY JO BLAIR DEAVER,"rsities of OKhoma and Oregon. Taught voice and piano privately in Texas and Alabama taught in public schools of Texas and Alabama,",,,
"KRAUSE, RICHARD A.",RICHARD A. KRAUSE,"Yale University, Ph.D., 1967. Taught at the University of Nebraska, 1966-1967 at Ohio State University, 1967-1968 at the Universit",,,
"KUYKENDALL, JOHN WELLS",JOHN WELLS KUYKENDALL,NOT FOUND,,,
"MATHEWS, MARY LOU CHAPMAN",MARY LOU CHAPMAN MATHEWS,NOT FOUND,,,
"McCLAIN, WILLIAM BOBBY",WILLIAM BOBBY McCLAIN,NOT FOUND,,,
"MERSMANN, JAMES FREDERICK",JAMES FREDERICK MERSMANN,"as US Marine Corps, 1956-1958 taught, Mt. St Scholastica College, 1969-1971 Benedictine College, 1971 University of Alabama, Birmi",,,
"OTT, THOMAS OLIVER",THOMAS OLIVER OTT,"ty of Tennessee, Ph.D., 1970. Taught at Christ School, Arden, N.C., 1961-1963 Central Florida Academy, 1963-1965 University of Nor",,,
"WILLIAMS, BILLY LEE",BILLY LEE WILLIAMS,NOT FOUND,,,
"ATKINS, THOMAS RADCLIFFE",THOMAS RADCLIFFE ATKINS,"ale University, M.F.A., 1964. Taught at Vassar College, 1964-1965 Hollins College, 1965-1982 University of New Orleans, 1982-. Con",,,
"COOMBS, DAVID W.",DAVID W. COOMBS,ployee assistance program for business and industry in Guatemala. Founding member of the Alabama Suicide Prevention and Resource C,,,
"FOSTER, CHARLES WILLIAM",CHARLES WILLIAM FOSTER,"8. Served in U.S. Army, 1961. Taught at the University of North Alabama, 1968-2007 served as Head of the English Department at UNA",,,
"HOLLINGSWORTH, JAMES SELWYN",JAMES SELWYN HOLLINGSWORTH,NOT FOUND,,,
"JONES, EZRA EARL",EZRA EARL JONES,"ew Jersey churches, 1966-1968 taught, Garrett Theological Seminary, 1969-1970 Associate Director of Research, United Methodist Boa",,,
"KAY, DONALD",DONALD KAY,"see, M.A., 1963, Ph.D., 1967. Taught English, University of Alabama, 1967-. Published more than two dozen essays.
",,,
"LINZEY, DONALD WAYNE",DONALD WAYNE LINZEY,NOT FOUND,,,
"PICKENS, ROY",ROY PICKENS,"sity of Minnesota, 1965-1966. Taught at the University of Minnesota, 1973-1985 National Institute on Drug Abuse, 1985- .. Member o",,,
"POLLARD, ELIZABETH B.",ELIZABETH B. POLLARD,NOT FOUND,,,
"SEAY, JAMES",JAMES SEAY," University of Virginia, M.A. Taught at Virginia Military Institute, 1966-1968, University of Alabama, 1968-1971, Vanderbilt Unive",,,
"STEWART, WILLIAM HISTASPAS",WILLIAM HISTASPAS STEWART,"ngton University, M.A., 1961. Taught at the Citadel, 1968-1972 University of Alabama 1972-2000 Chair of department of political sc",,,
"WALLACE, CORNELIA ELLIS SNIVELY",CORNELIA ELLIS SNIVELY WALLACE,NOT FOUND,,,
"BAUGHMAN, DOROTHY",DOROTHY BAUGHMAN,NOT FOUND,,,
"BENDITT, THEODORE MATTHEW",THEODORE MATTHEW BENDITT,", M.A., 1967 and Ph.D., 1971. Taught at Duke University, 1970-1975 University of Southern California 1975-1978 University of Alaba",,,
"BEYER, RICHARD GEORGE",RICHARD GEORGE BEYER,":
Businessman, computer programmer, and information technology manager, post-secondary instructor, poe",,,
"BLALOCK, DELTON DENNIS",DELTON DENNIS BLALOCK,t the University of Virginia. Moved to Virginia and served as a high school principal and as a school personnel officer in Fairfax,,,
"CARMICHAEL, PEYTON HAMILTON",PEYTON HAMILTON CARMICHAEL,NOT FOUND,,,
"HOUSTON, ROBERT",ROBERT HOUSTON,"r Force as a Russian linguist taught at Breadloaf School of English and Breadloaf Writers Conferences, George Mason University, Un",,,
"HOWARD, GENE L.",GENE L. HOWARD,":
Businessman. Born:September 29, 1940, Rome, Ga. Parents:Gilbert and Mable (Burkhalter) Howard. Marri",,,
"KNIGHT, GEORGE W.",GEORGE W. KNIGHT,NOT FOUND,,,
"LINEBACK, NEAL GAMBILL",NEAL GAMBILL LINEBACK,"see, M.S., 1967, Ph.D., 1970. Taught in Henry County, Va., schools, 1963-1965 University of Alabama, 1969-1986 (Chair of Departmen",,,
"SHERER, ROBERT GLENN, JR.","ROBERT GLENN SHERER, JR.","Brown University, M.A., 1967. Taught at Stetson University (Florida), 1969-71 Alcorn State (Louisiana), 1971-74 Wiley State Colleg",,,
"ALSTON, EDITH EUGENIA",EDITH EUGENIA ALSTON,NOT FOUND,,,
"BARKER, LARRY LEE",LARRY LEE BARKER,"962, M.A., 1963, Ph.D., 1965. Taught at Southern Illinois University, 1965-1966 Purdue University, 1966-1969 Florida State Univers",,,
"BENFORD, GREGORY ALBERT",GREGORY ALBERT BENFORD,NOT FOUND,,,
"BOONE, LOUIS EUGENE",LOUIS EUGENE BOONE,NOT FOUND,,,
"CLINE, LINDA",LINDA CLINE,NOT FOUND,,,
"HENLEY, WALLACE BOYNTON",WALLACE BOYNTON HENLEY,NOT FOUND,,,
"HOFF, TIMOTHY",TIMOTHY HOFF,"Sarasota, Florida, 1966-1969. Taught at University of Alabama Law School, 1970-2002. Consultant, Alabama Law Institute. Member Ame",,,
"JACKSON, RICHARD EUGENE",RICHARD EUGENE JACKSON,"nois University, Ph.D., 1971. Taught high school in Antwerp, Ohio, 1964-1965 taught at Wisconsin State University in Eau Claire, 1",,,
